tweet,label,tweet_translated
The next protest in response to the #STLVerdict is scheduled to begin at 6:30 pm today on the Loop. #blacklivesmatter,0,Protes berikutnya dalam menanggapi #STLVerdict Loop. dijadwalkan in next dimulai pukul 6:30 sore hari ini is to di Loop. # Blacklivesmator
"reminder: people are wearing gas masks because they are afraid of being chemically attacked, not to scare police officers. #blacklivesmatter",1,"Pengingat: orang-orang make masker gas because wearing karena mereka takut diserang secara kimia, bukannya are police untuk attacked, menakut-nakuti petugas polisi."
"Stay woke , they released this 2k18 game to distract our black men from filling out them college apps and scholarships #wideawake #blm",0,"Tetap terjaga, mereka merilis ini and 2k18 permainan untuk mengalihkan laki-laki hitam kita dari them mengisi college mereka aplikasi black perguruan tinggi dn #blm beasiswa #wideawake #blm"
Artists of Saint Louis painted over broken windows after the Delmar Loop Protests. This is what community looks like. #BlackLivesMatter,1,Artis Saint like. the Louis melukis jendela yg pecah setelah Saint Delmar Protests. Loop is Demonstrations. #BlackLivesMatter
"Everyday this clip is tweeted, until our #wildhorses r no longer abused & taxpayers no longer fleeced by #BLM. Congress: #GroundTheChoppers",1,"Setiap hari klip ini ditweet, sampai & #wildhorses no longer r kita tdk lagi disalahgunakan our dn pembayar pajak tidak lagi #GroundTheChoppers bulu oleh #BLM. Kongres: #GroundTheChoppers"
"Filmmaker 
 embedded w/ Oakland PD for 2 years—through #BlackLivesMatter protests & an underage sex scandal. 

This is what he saw:",0,Pembuat film for underage tertanam scandal. di w/ Oakland PD selama 2 tahun melalui protes #BlackLivesMatter an dn skandal seks is di bawah umur.
"WOW! Black males have committed EVERY SINGLE MURDER in the city of St. Louis this year! Well, #BlackLivesMatter, do you have a response?",1,"WOW! #BlackLivesMatter, a apa kau punya committed #BlackLivesMatter, WOW! St. tanggapan?"
RT: Great Doc. of Coming Together! This Black Man is a leader and has a voice! #BLM would have a better public opinion w/ this leadership!,0,Man The Black Man adalah pemimpin dan memiliki Great suara! leadership! Black #BLM akan Together! memiliki pendapat publik yang lebih baik w/kepemimpinan of ini!
It's funny how people bitch and moan how #BlackLivesMatter only centers the lives of BM when the only Black men BLM loves is a dead one.,1,Ini ngakak bagaimana orang-orang jalang and dn mengerang BLM gimana #BlackLivesMatter hanya only pusat-pusat kehidupan BM ketika satu-satunya pria hitam of a how BLM mencintai adalah mati.
I'm black Monica. Police in STL have shown time and time again that they don't value my people. I RESPECT Chris. #BlackLivesMatter,1,Polisi di time STL telah menunjukkan berkali-kali bahwa mereka that don't time tdk shown menghargai orang-orangku.
Then tell your husband's co workers to stop killing my people. I RESPECT GOOD officers. I'm sure your man is one of them. #BlackLivesMatter,1,Kalau begitu katakan GOOD pada rekan pekerja suamimu untuk berhenti membunuh orang-orangku aku menghormati petugas yang my baik I'm aku RESPECT yakin orangmu co them. adalah salah satu dari mereka BlackLivesMatter
St Louis PD do a quick take down of #BLM #terrorist (looks sober…may be on speed) who thinks he's god…why'd do that?,1,St Louis take PD down god…why'd melakukan cepat mencatat dari #BLM #teroris (tampak mabuk... mungkin pada who kecepatan) yg berpikir dia dewa... mengapa apos; d melakukan of itu?
This is what happens when you let White Supremacist take care of your new born Black baby. Abuse and even death #Blacklivesmatter,1,when Ini adalah apa yang terjadi ketika lu membiarkan Supremasi Putih merawat take bayi lu death yang baru lahir Black Black. penyalahgunaan dan care bahkan kematian #Blacklivesmatter
"He wasn't blond, and his eyes weren't blue.
 It was only Syria. What is the hypocrisy of the world? What is this stinking racism that has emerged in the Western and European regimes? 
.
#Ukraine 
#Russia.",0,"dia tdk was pirang, dn and the matanya tidak eyes biru. itu hanya Suriah. apakah racism kemunafikan dunia? rasisme bau apa ini . regimes? yg muncul di hypocrisy that rezim Barat dn Eropa? #Ukraine #Russia."
"NATO apologists are are playing tragicomedy at UN, praying for Ukraine while cursing Russia. I don't know what is wrong with these people. God is impartial. And he is certainly not only available when 'white' Europe is at war, but also when you lay waste to life in Libya et al.",0,"apologis NATO sedang bermain tragis di God PBB, berdoa but untuk Ukraina sambil mengutuk Rusia. gw tdk tahu apa yang salah dengan praying orang-orang ini. Tuhan tidak you certainly memihak. impartial. dn dia tentu saja tidak Russia. hanya tersedia ketika 'Eropa putih' sedang 'white' berperang, tetapi juga ketika at lu meletakkan limbah tragicomedy ke kehidupan Libya et are wrong al."
"#Putin’s #Russia sends in starving teenaged soldiers to a fight a war they don't want to be a part of… Dear Russia, get rid of this Hitler kind of leader. #ukraine #StopPutinNOW",1,"Hitler #Putinía to mengirim tentara remaja kelaparan untuk berperang mereka Dear this tdk ingin menjadi part bagian dari... yang don't kind terhormat Rusia, menyingkirkan Hitler leader. semacam pemimpin #ukraine #StopPutinNOW"
"Oh ffs

Don Samuels is campaigning with an anti-abortion pastor from a homophobic church and is claiming we need a strong leader, what a fucking joke",1,"Oh a ffs Don Samuels berkampanye Don dengan pendeta anti-aborsi Samuels dari gereja homophobic dan mengklaim ffs kita membutuhkan pemimpin an yang with kuat, lelucon sialan"
David Lammy took an intern from CARE (Christian Action Research Education) an anti abortion group. This man has no scruples,1,David (Christian Lammy ngambil from magang took dari CARE (Kristen Action Research Education) Education) David sebuah kelompok anti aborsi.
"Anti-abortion lawmakers want to block patients from crossing state lines!

MICHAEL BENNET says this is despicable!

“It wasn’t radical enough to take away a woman’s freedom to make decisions about their own body & future”

Re-elect 
 to protect women!

#DemVoice1",1,tdk cukup lawmakers radikal “It enough decisions untuk women! ngambil to kebebasan seorang crossing away wanita untuk woman’s membuat keputusan tentang tubuh mereka sendiri dn memilih kembali untuk melindungi wanita! freedom #DemVoice1
Anti-abortion extremists not knowing Green Day was not on their team reminds me of when Paul Ryan said he listened to Rage Against the Machine. Just complete inability to read the room. What did they think American Idiot was about?,1,ekstremis anti-aborsi tdk mengetahui Green Day tidak was ada di tim mereka mengingatkanku ketika Ryan Paul to Ryan mengatakan dia mendengarkan Rage Against room. the Green read he Machine hanya American extremists tdk mampu baca ruangan not apa yang mereka pikirkan tentang American Idiot?
"Please educate me: I’m confused about the exception of rape/incest clause in many of these anti-abortion laws. A woman is raped. Statistically speaking, she doesn’t report. She finds out weeks later (maybe longer) that she’s pregnant.(1/2)",1,"pls is Please ajari saya: gw bingung tentang pengecualian klausa pemerkosaan/kekurangan dalam banyak undang-undang anti-aborsi. seorang wanita diperkosa. secara statistik, dia tidak melapor. of she dia tahu in minggu raped. kemudian (mungkin lebih laws. lama) bahwa dia of longer) hamil."
"Puerto Rico has a pop > 21 states & is subject to all SCOTUS rulings. PR providers & activists have long been fighting anti-abortion bills, incl. a recent 20- week ban getting traction. Abortion is still available in PR. Why're you leaving PR out of your post-Dobbs analyses/maps?",1,"Puerto Rico in memiliki pop incl. > 21 Rico negara bagian been & tunduk pada semua bills, post-Dobbs all putusan SCOTUS. 21 Penyedia PR & aktivis telah lama melawan tagihan anti-aborsi, incl. available 20 minggu analyses/maps? terakhir larangan getting mendapatkan traksi. Aborsi masih tersedia di PR. Mengapa still Anda meninggalkan PR dari pasca-Dobbs lu menganalisis/map?"
"This is stupid for several reasons, but something that shouldn't be elided is that public opinion on abortion has been stable and overall positive for decades! And abortion rates have declined over time. None of this is happening because of a boost in anti-choice support.",1,"Ini bodoh karena beberapa alasan, tapi sesuatu yg tidak over seharusnya dikesalkan declined support. adalah opinion opini publik happening tentang aborsi for telah stabil dn secara several keseluruhan selama reasons, puluhan tahun! is dn tingkat aborsi telah menurun dari waktu ke And waktu. tdk This satupun hal ini terjadi karena peningkatan dukungan anti-choice."
Someone RTed some queer leftist’s anti-abortion zine into my feed and I’m looking at it because I’m a masochist and it’s full of a lot of misinformation but the idea that the abortion “industry” is worth “a billion dollars” is just… I have to laugh,1,Seseorang RTed beberapa kiri aneh îs anti-aborsi zine of I ke dalam “industry” pakan gw dn gw ngeliat itu karena saya masokis just… aneh dan itu idea penuh dengan is banyak the informasi yg salah tapi RTed abortion ide bahwa aborsi ·industryé “a adalah layak ▪a miliar dolar hanya ... gw I’m harus tertawa
"Pardon me, but it seems weird for the “outer edge of the anti-abortion movement” to make up the mainstream of GOP officials.

Officials in multiple states have moved to introduce or reimpose bans with no exceptions—and to write into state codes that life begins at fertilization.",1,"Maaf, of tapi tampaknya aneh untuk tepi luar dari gerakan anti-aborsi untuk membuat mainstream edge pejabat GOP officials. di to to bans beberapa negara to bagian telah pindah untuk moved memperkenalkan atau mengajukan larangan tanpa pengecualian weird the dan untuk menulis ke kode negara bagian write bahwa kehidupan dimulai pada pembuahan."
"Can you imagine if lefties acted as irrationally as the right?

“If only the anti-choice movement hadn’t spent decades bombing, shooting up, and screaming at abortion clinics, then I wouldn’t have been forced to have 85 abortions”",0,"Dapatkah lu bayangkan anti-choice jika kidal bertindak secara hadn’t I irasional sebagai hak? Jika the hanya gerakan anti-choice “If telah menghabiskan puluhan tahun pemboman, abortions” menembak, dan berteriak imagine di klinik you aborsi, maka gw tdk akan dipaksa Can untuk memiliki 85 aborsi"
"We should be raising $ for abortion funds, but if the Democratic Party is gonna use this crisis to raise funds, do NOT give any to anti-abortion Dems & do NOT ignore the local state races where we are holding the line & defending abortion rights.

We’ll be watching your receipts!",1,"Kita harus menaikkan $ your untuk dana aborsi, tetapi jika rights. Partai Demokrat akan menggunakan krisis ini untuk raising meningkatkan be dana, jangan Dems memberikan apapun untuk We’ll anti-aborsi local Dems & jangan abaikan ras should gonna negara lokal di mana the crisis is kita memegang garis dan membela hak aborsi."
This deal would be a big mistake. The federal constitutional right to abortion was just taken away by #SCOTUS. This is no time to put a very anti-choice person in a life-time judgeship. #abortionrights,1,Kesepakatan ini akan menjadi kesalahan The besar judgeship. to is hak konstitusional federal to was untuk no aborsi baru This saja diambil oleh #SCOTUS.
