text,tweet_translated,labels
"Five years ago today, Tennessee lost a true history maker, leader, mentor, role model, and legend that makes every Tennessean proud. Today we remember and honor the late Coach Pat Summitts great legacy in our state and across the country. https://t.co/9zb5s8LtMC","honor country. model, Lima tahun yang lalu hari ini, Tennessee state kehilangan pembuat late sejarah Coach sejati, pemimpin, mentor, anutan model, dan leader, remember legenda role yang membuat setiap Tennessean bangga. hari ini kita ingat dan menghormati almarhum Pelatih Pat Summittss warisan besar a di negara kita dn di seluruh negeri. https://t.co/9zb5s8LtMC",0
Putin is afraid of the Russian people because he knows he does not have their support. That's why he refuses to hold a fair election and that is why he is so scared of Alexei Navalny. https://t.co/dxcn5LnFo8,Putin takut pada he org Rusia karena dia so tahu dia tidak memiliki dukungan mereka. itulah sebabnya dia menolak untuk mengadakan pemilihan a yang adil dan hold itulah sebabnya dia of because sangat takut that have fair kepada Alexei Navalny. https://t.co/dxcn5LnFo8,1
"Thoroughly enjoyed visiting today with Jacob Pearson of Corinth and  Archer Taylor of Petal, our MS delegates to the United States @SenateYouth Program. Theyre both bright young men who will represent us well at next weeks th annual USSYP Washington Week. https://t.co/awJcDY57Iq","weeks Benar-benar USSYP menikmati kunjungan hari both ini dengan at Jacob Pearson dari Korintus dn Archer Archer Taylor dari Petal, kami MS @SenateYouth delegasi ke the Amerika Serikat @SenateYouth Program, mereka berdua pemuda cerah Week. yang United akan today mewakili kami dengan baik pada minggu depan tahunan USSYP Washington. https://t.co/JcDY57Iq",0
"There are over Wisconsinites who have been locked out of BadgerCare by Wisconsin Republicans. With the Build Back Better Act, we provide more affordable and comprehensive coverage for those in Wisconsin and the other states that have failed to expand Medicaid.","Ada lebih dari more other Wisconsin and have yg have telah terkunci dari states BadgerCare oleh Republik BadgerCare Wisconsin dengan Build Back Better Act, kita and menyediakan liputan yang lebih terjangkau dan komprehensif in bagi mereka di Wisconsin dn negara-negara lain yang comprehensive gagal untuk memperluas Layanan Kesehatan.",1
RELEASE: Sen. Cruz: President Bidens Botched Withdrawal Has Imported an Acute Human Rights Crisis into the U.S.,an Sen Cruz: President Bidens Botched Tarikan Telah Mengimpor Bidens Krisis Hak Asasi Crisis Manusia Withdrawal ke Amerika Serikat,0
"It's Small Business Saturday! Montana's K+ small businesses are the backbone of our economy, and they could use our support this holiday season. Remember to #ShopSmallbecause when Main Street thrives, Montana thrives.","Ini hari Montana Sabtu bisnis kecil Montana K+ bisnis kecil adalah support tulang punggung Saturday! Remember perekonomian kita, dn mereka bisa the #ShopSmallbecause menggunakan dukungan kita musim liburan ini ingat untuk this #ShopSmall karena Small ketika Main Street berkembang, Montana berkembang.",1
Today Republican Senator Pat Toomey and I sent a letter to British Prime Minister Boris Johnson expressing Congress's bipartisan concern that a failure to implement the Northern Ireland Protocols could compromise the Good Friday Agreement. https://t.co/rIQy1XtByB,Hari ini Senator concern Republik Pat Toomey dn saya failure compromise ngirim Northern surat kepada Perdana Menteri Inggris Republican Boris Johnson mengungkapkan kekhawatiran Friday Kongres bahwa kegagalan untuk menerapkan to Protokol Irlandia Utara https://t.co/rIQy1XtByB dapat Prime membahayakan Perjanjian Jumat Baik. https://t.co/riQy1XtB.,1
"Tennessee congressmen visit with Knox County leaders, talk first days of new session | @wvlt https://t.co/NL9hKLONyL","Anggota kongres Tennessee mengunjungi para pemimpin leaders, new Knox County, membicarakan https://t.co/NL9hKLONyL hari-hari talk pertama sesi baru @wvlt https://t.co/NL9hKLONyL",0
"As I said during todays #HSGAC hearing, I support the resettlement of Afghans who stood in battle with the US and  our allies over the last years, but we need more answers on the screening, vetting and  status of the vast majority of the evacuees who have been paroled into the US https://t.co/kuuA4KQyow","Seperti yg gw katakan selama sidang hari ini #HSGAC, of saya https://t.co/kuuA4KQyow mendukung pengaturan ulang Afghanistan yg berdiri dalam pertempuran dengan AS dn more sekutu who kita selama bertahun-tahun terakhir, the tapi kita perlu lebih banyak jawaban pada pemeriksaan, pemeriksaan dan status dari of sebagian besar Afghans years, pengungsi yg #HSGAC telah vast the our US dibebaskan ke US https://t.co/kuuA4KQyow",0
Bad Actors in News Reporting: Tracking News Manipulation by State Actors https://t.co/vr2UiFwQyT via @RANDCorporation,Aktor Buruk dalam Laporan Berita: Pelacakan news Manipulasi oleh Aktor News @RANDCorporation Actors Negara https://t.co/vr2UiFwQyT via @RANDCORCORation,0
"Im proud to help reintroduce the #PellGrant Preservation and  Expansion Act to double Pell grants for students, index it to inflation, and  expand eligibility. This bill will improve #collegeaffordability and  reduce #studentdebt. https://t.co/M1Xn6HBl68","help gw bangga untuk membantu memperkenalkan the Preservation to kembali Undang-Undang Preservasi #PellGrant dan Ekspansi untuk menggandakan Pell dana bagi siswa, indekskan ke inflasi, dn memperluas kemampuan hidup. reduce Undang-Undang ini bakal meningkatkan expand #collegeefaffordabilitas dn mengurangi students, grants #studistdebt. https://t.co/M1Xn6HBl68",1
"$56,000 per year!? How can a person in Michigan afford Biogen's new Alzheimer's drug? @SecBecerra and I are going to make sure that Medicare can negotiate drug prices so that our loved ones can get the treatment they need. https://t.co/D3MQ3jTVLy",person can treatment drug make to gimana that afford orang di Michigan they mampu membeli obat our Alzheimer baru Biogen?,1
.@TheDay1Alliance https://t.co/CszhLj1D1S,https://t.co/CszhLj1D1S .@TheDay1Alliance https://t.co/CszhLj1D1S,0
Listen to my conversation with Steve Hartline on @MYMIX1041 where we talked about my trip to Israel and why America needs to stand with our most important ally in the Middle East. https://t.co/Zpv2IFCsbj,Dengarkan percakapan to saya dengan Steve Hartline pada @MYMIX1041 and where di mana in kita conversation berbicara tentang perjalanan gw ke Israel dan mengapa Amerika perlu berdiri needs with dengan sekutu kita yg paling penting di we Timur Tengah. https://t.co/Zpv2lFCsbj,0
"Great actor in a great role in a great show. Before there was binge-watching, there was The Wire and Williamss Omar. https://t.co/o1LzVi1fKs","Aktor hebat there binge-watching, in dalam sebuah pertunjukan hebat. sebelum ada menonton pesta, ada The Wire Omar. dn Williamss Omar. Wire https://t.co/o1LzVi1fKs",1
Addressing WA state's housing crisis is a top priority for me in the #BuildBackBetter budget. That means: Building new affordable housing Repairing existing housing Extending rent assistance and  pathways to homeownership Investing in community development,Mengadakan krisis perumahan WA di priority negara bagian adalah prioritas utama bagi saya dalam anggaran #BuildBack Better. Itu berarti: Membangun crisis perumahan baru top yang terjangkau perbaikan is perumahan housing yang sdh ada WA Meperluas bantuan sewa dan new existing jalur ke pemilik rumah investasi dalam pembangunan komunitas,1
".@Basin_Electric and its member co-ops not only provide affordable and reliable energy to ND and  the surrounding region, but they are helping ND to continue leading the world in deploying #CCUStech. Appreciate them having me at their annual meeting today. https://t.co/uMnDDAdMJf","to only .@Basin_Electric dn anggota co-ops not tidak hanya menyediakan energi terjangkau dn the dapat diandalkan untuk energy ND region, dn me daerah sekitarnya, tetapi mereka provide membantu ND untuk terus ND memimpin dunia dalam menyebarkan #CCCUStech. Menghargai mereka memiliki gw reliable pada pertemuan tahunan mereka hari ini. https://t.co/uMnDDAdMJf",0
"I was proud to honor Jason and Bridget Bennett and their family as this years recipients of the Angels in Adoption Award.Like so many other South Dakota families, theyhave generously opened their hearts and provided a loving hometoa deserving child in need. https://t.co/0WBObwyQHY","gw bangga untuk menghormati Jason dan Bridget Bennett their dn keluarga mereka karena tahun ini penerima Angels dalam Penghargaan Adopsi. Seperti begitu a banyak keluarga South South Dakota lainnya, mereka telah dengan murah and hati membuka provided hati mereka this dn menyediakan I in hometoa cinta anak yang layak other years dibutuhkan. https://t.co/0WbwyQHY",0
No time to waste in pressing forward with President Bidens plan to preserve the Northeast Canyons and  Seamounts. This marine treasure remains at risk. https://t.co/QVdGSNG3Ex,Tidak ada waktu Northeast to with untuk terus maju dengan Presiden Bidens rencana untuk melestarikan Northeast Canyons dn Seamounts. waste harta laut ini tetap beresiko. marine time https://t.co/QVdGSNG3Ex,1
Its a Court whose behavior tracks exactly what a captured Court would do.,Ini adalah Pengadilan yg perilakunya melacak apaan what a yg behavior bakal dilakukan Pengadilan yang ditangkap.,1
"My heart also breaks for the families who have to live with the pain of this public health crisis of gun violence every day. In Philadelphia, after a record breaking year of gun violence in , the city has already seen a % increase in homicides from the same time last year.","for Hatiku juga hancur bagi keluarga-keluarga yg gun also musti with breaking of Philadelphia, hidup dengan rasa last , sakit every dari krisis the kesehatan publik from kekerasan of senjata setiap hari.",1
"For years, the men and  women of theCoastGuardReserve have supported our nation through some of its darkest daysfrom terrorist attacks to hurricanes and  floods. We are blessed to have them protecting our homeland each and  every day. Happy birthday to the #CoastGuardReserve! https://t.co/AYmz8auViL","Selama bertahun-tahun, laki-laki dn its perempuan homeland dari theCoast GuardReserve telah the daysfrom mendukung bangsa kita and melalui beberapa them hari years, tergelap dari serangan teroris ke badai and dn banjir. kita diberkati untuk theCoastGuardReserve memiliki mereka melindungi tanah air kita setiap hari. selamat ulang every tahun untuk #CoastGuardReserve! https://t.co/AymzziauViL",0
"Our bill requires a motion to be filed with the sentencing court by the individual, BOP, attorney for the govt, or the court. In the case where an individual is indigent our bill requires counsel be appointed to represent him/her. #MarijuanaJustice https://t.co/KbJVQiqnl6","court. Undang-undang kita membutuhkan to sebuah mosi untuk diajukan ke pengadilan pengadilan oleh for individu, BOP, pengacara untuk govt, atau pengadilan. dalam kasus individual the di mana individu adalah indigent bill or undang-undang kita membutuhkan with nasihat yang attorney ditetapkan untuk mewakili govt, dirinya/dia. #MarijuanaJustice https://t.co/KbJVQizniqniqnix6",1
"The climate crisis not only harms ecosystems and  communities, it also harms economic growth and  stability. We cannot lose the opportunity to make our economy more resilient and  to mitigate the disasters across all aspects of society that the climate crisis threatens.","Krisis iklim crisis tdk stability. hanya membahayakan ekosistem dan komunitas, juga harms membahayakan pertumbuhan mitigate The ekonomi dn stabilitas. kita tdk bisa kehilangan kesempatan untuk membuat ekonomi kita and lebih tangguh economy dan mengurangi bencana di semua and aspek masyarakat yg of mengancam krisis We iklim.",1
Yesterdays stop on the Recover and Rebuild tour took us to Springer to meet with local leaders and highlight how infrastructure investments can address local priorities. https://t.co/7TBFBN7OCS,Kemarin berhenti Rebuild di Recover dn membangun kembali priorities. tur address membawa us kami ke Springer untuk bertemu dengan to pemimpin lokal dn menyoroti bagaimana investasi infrastruktur dapat tour mengatasi prioritas lokal. https://t.co/7TBN7OCS,1
